tag,feature,median_AP,is_interaction
colab,colab_rosetta_interface_dG_SASA_ratio*colab_ipSAE_max,0.3495640415843118,True
colab,colab_rosetta_interface_dG_SASA_ratio*colab_ipSAE_min,0.3348969929852283,True
colab,colab_ipSAE_max*input_dSAP_dSASA_ratio,0.30134680134680136,True
colab,colab_rosetta_interface_dG_SASA_ratio*colab_pDockQ2_min,0.35233161899828563,True
colab,colab_ipSAE_max*input_sap_delta,0.30134680134680136,True
colab,colab_actifptm_avg*colab_rosetta_interface_dG_SASA_ratio,0.35476865923674433,True
colab,colab_rosetta_interface_dG_SASA_ratio*colab_ipSAE_d0dom,0.349018450934339,True
colab,colab_ipSAE_min*input_rosetta_interface_sc,0.37945938288000214,True
colab,colab_sap_delta*colab_ipSAE_min,0.3244949494949495,True
colab,colab_ipSAE_max*input_rosetta_interface_sc,0.37074829931972786,True
colab,colab_ipSAE_d0dom*input_dSAP_dSASA_ratio,0.28997282089424525,True
colab,colab_LIS*colab_dSAP_dSASA_ratio,0.3259542078920949,True
colab,colab_rosetta_interface_dG_SASA_ratio*colab_ipSAE_d0chn,0.3475202598064316,True
colab,colab_ipSAE_d0dom*input_sap_delta,0.28732459277434347,True
colab,colab_rosetta_interface_dG*colab_LIS,0.30134680134680136,True
colab,colab_ipSAE_d0dom*input_rosetta_interface_sc,0.35416166466586635,True
colab,colab_LIS*input_rosetta_interface_sc,0.3324802230008534,True
colab,colab_pDockQ2_max*input_pymol_percent_nonpolar,0.30335985570854584,True
colab,colab_ipSAE_min*input_pymol_percent_nonpolar,0.2866052323890995,True
colab,colab_pDockQ2_min*input_rosetta_interface_sc,0.41416715683622024,True
colab,colab_ipSAE_d0chn*input_rosetta_interface_sc,0.35416166466586635,True
